"chrom","start","end","label","sgTarget","score"
"chr12",9902080,9902910,"chr",9902495,-32.781
"chr12",9902254,9903084,"chr",9902669,-48.913
"chr12",9902269,9903099,"chr",9902684,-13.949
"chr12",9902297,9903127,"chr",9902712,-34.485
"chr12",9902303,9903133,"chr",9902718,-34.74
"chr12",9902432,9903262,"chr",9902847,-10.417
"chr12",9902493,9903323,"chr",9902908,-2.769
"chr12",9902522,9903352,"chr",9902937,-37.296
"chr12",9902523,9903353,"chr",9902938,-30.041
"chr12",9902555,9903385,"chr",9902970,-7.112
"chr12",9902593,9903423,"chr",9903008,-32.763
"chr12",9902602,9903432,"chr",9903017,-41.196
"chr12",9902610,9903440,"chr",9903025,-18.096
"chr12",9902617,9903447,"chr",9903032,-30.919
"chr12",9902624,9903454,"chr",9903039,-24.138
"chr12",9902649,9903479,"chr",9903064,-12.022
"chr12",9902653,9903483,"chr",9903068,-20.055
"chr12",9902656,9903486,"chr",9903071,20.345
"chr12",9902668,9903498,"chr",9903083,-20.456
"chr12",9902771,9903601,"chr",9903186,-12.434
"chr12",9902788,9903618,"chr",9903203,-21.433
"chr12",9902846,9903676,"chr",9903261,-15.173
"chr12",9902861,9903691,"chr",9903276,-25.107
"chr12",9902862,9903692,"chr",9903277,-4.346
"chr12",9902964,9903794,"chr",9903379,-30.433
"chr12",9902965,9903795,"chr",9903380,-30.721
"chr12",9902974,9903804,"chr",9903389,-3.936
"chr12",9902990,9903820,"chr",9903405,-6.319
"chr12",9902991,9903821,"chr",9903406,-22.251
"chr12",9902994,9903824,"chr",9903409,-24.964
"chr12",9902999,9903829,"chr",9903414,-0.023
"chr12",9903000,9903830,"chr",9903415,-24.237
"chr12",9903001,9903831,"chr",9903416,-6.328
"chr12",9903002,9903832,"chr",9903417,-2.605
"chr12",9903013,9903843,"chr",9903428,-2.646
"chr12",9903014,9903844,"chr",9903429,-7.632
"chr12",9903026,9903856,"chr",9903441,-13.268
"chr12",9903033,9903863,"chr",9903448,-1.735
"chr12",9903052,9903882,"chr",9903467,-8.692
"chr12",9903118,9903948,"chr",9903533,-17.446
"chr12",9903119,9903949,"chr",9903534,-29.378
"chr12",9903120,9903950,"chr",9903535,-28.351
"chr12",9903130,9903960,"chr",9903545,-9.049
"chr12",9903131,9903961,"chr",9903546,-16.447
"chr12",9903132,9903962,"chr",9903547,-9.911
"chr12",9903133,9903963,"chr",9903548,5.111
"chr12",9903406,9904236,"chr",9903821,-20.472
"chr12",9903407,9904237,"chr",9903822,-13.105
"chr12",9903631,9904461,"chr",9904046,11.533
"chr12",9903648,9904478,"chr",9904063,-11.968
"chr12",9903655,9904485,"chr",9904070,-31.693
"chr12",9903658,9904488,"chr",9904073,-3.886
"chr12",9903676,9904506,"chr",9904091,-25.336
"chr12",9903739,9904569,"chr",9904154,-1.607
"chr12",9903754,9904584,"chr",9904169,-8.466
"chr12",9903761,9904591,"chr",9904176,-2.39
"chr12",9903778,9904608,"chr",9904193,-18.045
"chr12",9903997,9904827,"chr",9904412,-21.818
"chr12",9904126,9904956,"chr",9904541,2.743
"chr12",9904164,9904994,"chr",9904579,11.613
"chr12",9904319,9905149,"chr",9904734,-17.01
"chr12",9904430,9905260,"chr",9904845,-13.609
"chr12",9904486,9905316,"chr",9904901,-17.545
"chr12",9904562,9905392,"chr",9904977,-21.98
"chr12",9904563,9905393,"chr",9904978,-35.299
"chr12",9904571,9905401,"chr",9904986,-30.019
"chr12",9904801,9905631,"exon",9905216,-10.017
"chr12",9904840,9905670,"exon",9905255,-1.522
"chr12",9904862,9905692,"exon",9905277,-23.448
"chr12",9904929,9905759,"exon",9905344,-16.964
"chr12",9905002,9905832,"exon",9905417,-17.877
"chr12",9905013,9905843,"exon",9905428,-33.613
"chr12",9905071,9905901,"exon",9905486,-28.251
"chr12",9905165,9905995,"exon",9905580,-26.554
"chr12",9905166,9905996,"exon",9905581,-17.93
"chr12",9905179,9906009,"exon",9905594,-30.063
"chr12",9905198,9906028,"exon",9905613,-4.673
"chr12",9905245,9906075,"exon",9905660,-51.887
"chr12",9905258,9906088,"exon",9905673,-21.988
"chr12",9905262,9906092,"exon",9905677,-26.055
"chr12",9905284,9906114,"exon",9905699,-19.433
"chr12",9905285,9906115,"exon",9905700,-27.048
"chr12",9905298,9906128,"exon",9905713,-51.552
"chr12",9905376,9906206,"exon",9905791,-16.328
"chr12",9905382,9906212,"exon",9905797,-67.408
"chr12",9905422,9906252,"exon",9905837,-19.17
"chr12",9905427,9906257,"exon",9905842,-14.475
"chr12",9905449,9906279,"exon",9905864,-25.451
"chr12",9905480,9906310,"exon",9905895,-23.559
"chr12",9905498,9906328,"exon",9905913,-27.579
"chr12",9905573,9906403,"exon",9905988,-21.08
"chr12",9905589,9906419,"exon",9906004,-16.643
"chr12",9905605,9906435,"exon",9906020,-28.372
"chr12",9905614,9906444,"exon",9906029,-21.438
"chr12",9905676,9906506,"exon",9906091,-27.924
"chr12",9905745,9906575,"exon",9906160,-41.65
"chr12",9905746,9906576,"exon",9906161,-10.963
"chr12",9905834,9906664,"chr",9906249,-14.188
"chr12",9905840,9906670,"chr",9906255,-31.391
"chr12",9905976,9906806,"chr",9906391,-32.51
"chr12",9905987,9906817,"chr",9906402,-16.192
"chr12",9905999,9906829,"chr",9906414,-15.874
"chr12",9906017,9906847,"chr",9906432,-16.976
"chr12",9906079,9906909,"chr",9906494,-9.213
"chr12",9906108,9906938,"chr",9906523,-26.554
"chr12",9906109,9906939,"chr",9906524,-15.792
"chr12",9906110,9906940,"chr",9906525,-10.319
"chr12",9906117,9906947,"chr",9906532,-9.087
"chr12",9906127,9906957,"chr",9906542,-8.976
"chr12",9906128,9906958,"chr",9906543,-33.298
"chr12",9906143,9906973,"chr",9906558,-35.658
"chr12",9906146,9906976,"chr",9906561,-17.506
"chr12",9906164,9906994,"chr",9906579,-95.055
"chr12",9906340,9907170,"chr",9906755,-25.575
"chr12",9906404,9907234,"chr",9906819,-25.468
"chr12",9906489,9907319,"chr",9906904,-23.917
"chr12",9906498,9907328,"chr",9906913,-14.792
"chr12",9906615,9907445,"chr",9907030,-35.075
"chr12",9906711,9907541,"chr",9907126,-18.676
"chr12",9906728,9907558,"chr",9907143,-3.129
"chr12",9906729,9907559,"chr",9907144,-15.263
"chr12",9906749,9907579,"chr",9907164,-20.532
"chr12",9906790,9907620,"exon",9907205,-1.459
"chr12",9906795,9907625,"exon",9907210,-19.526
"chr12",9906796,9907626,"exon",9907211,-25.163
"chr12",9906818,9907648,"exon",9907233,-3.216
"chr12",9906822,9907652,"exon",9907237,-4.58
"chr12",9906823,9907653,"exon",9907238,-11.85
"chr12",9906831,9907661,"exon",9907246,-22.359
"chr12",9906839,9907669,"exon",9907254,-17.368
"chr12",9906899,9907729,"chr",9907314,-7.848
"chr12",9906900,9907730,"chr",9907315,-32.109
"chr12",9906907,9907737,"chr",9907322,-11.026
"chr12",9906908,9907738,"chr",9907323,-14.916
"chr12",9906909,9907739,"chr",9907324,-18.147
"chr12",9906952,9907782,"chr",9907367,-28.378
"chr12",9906991,9907821,"chr",9907406,-35.683
"chr12",9907005,9907835,"chr",9907420,-22.497
"chr12",9907013,9907843,"chr",9907428,-13.918
"chr12",9907071,9907901,"chr",9907486,-19.544
"chr12",9907089,9907919,"chr",9907504,-24.514
"chr12",9907097,9907927,"chr",9907512,-15.792
"chr12",9907098,9907928,"chr",9907513,-21.865
"chr12",9907172,9908002,"chr",9907587,-18.912
"chr12",9907238,9908068,"exon",9907653,-23.709
"chr12",9907270,9908100,"exon",9907685,-20.151
"chr12",9907338,9908168,"exon",9907753,3.501
"chr12",9907352,9908182,"exon",9907767,-15.402
"chr12",9907380,9908210,"exon",9907795,-23.966
"chr12",9907410,9908240,"exon",9907825,-11.022
"chr12",9907411,9908241,"exon",9907826,-24.847
"chr12",9907428,9908258,"exon",9907843,-31.707
"chr12",9907480,9908310,"chr",9907895,-28.474
"chr12",9907500,9908330,"chr",9907915,15.297
"chr12",9907506,9908336,"chr",9907921,-6.55
"chr12",9907524,9908354,"chr",9907939,-4.832
"chr12",9907527,9908357,"chr",9907942,-55.054
"chr12",9907541,9908371,"chr",9907956,-15.474
"chr12",9907598,9908428,"chr",9908013,-3.967
"chr12",9907612,9908442,"chr",9908027,-29.889
"chr12",9907620,9908450,"chr",9908035,-19.033
"chr12",9907634,9908464,"chr",9908049,-30.058
"chr12",9907638,9908468,"chr",9908053,-20.705
"chr12",9907648,9908478,"chr",9908063,-18.153
"chr12",9907668,9908498,"chr",9908083,-25.668
"chr12",9907744,9908574,"chr",9908159,-18.791
"chr12",9907831,9908661,"chr",9908246,-7.858
"chr12",9907835,9908665,"chr",9908250,-8.785
"chr12",9907865,9908695,"chr",9908280,-26.233
"chr12",9907966,9908796,"chr",9908381,-44.43
"chr12",9907969,9908799,"chr",9908384,-42.638
"chr12",9908001,9908831,"chr",9908416,-11.053
"chr12",9908002,9908832,"chr",9908417,-15.051
"chr12",9908075,9908905,"chr",9908490,-19.794
"chr12",9908096,9908926,"chr",9908511,-10.841
"chr12",9908116,9908946,"chr",9908531,-13.436
"chr12",9908189,9909019,"chr",9908604,-5.049
"chr12",9908304,9909134,"chr",9908719,-30.436
"chr12",9908335,9909165,"chr",9908750,-20.663
"chr12",9908344,9909174,"chr",9908759,-15.828
"chr12",9908351,9909181,"chr",9908766,-21.691
"chr12",9908352,9909182,"chr",9908767,-28.934
"chr12",9908433,9909263,"chr",9908848,-40.048
"chr12",9908436,9909266,"chr",9908851,-29.604
"chr12",9908463,9909293,"chr",9908878,6.423
"chr12",9908464,9909294,"chr",9908879,0.008
"chr12",9908467,9909297,"exon",9908882,-13.394
"chr12",9908476,9909306,"exon",9908891,-41.29
"chr12",9908510,9909340,"exon",9908925,-6.479
"chr12",9908532,9909362,"exon",9908947,-9.993
"chr12",9908537,9909367,"exon",9908952,-30.261
"chr12",9908550,9909380,"exon",9908965,-11.762
"chr12",9908551,9909381,"exon",9908966,-19.013
"chr12",9908574,9909404,"exon",9908989,-23.528
"chr12",9908575,9909405,"exon",9908990,-27.516
"chr12",9908576,9909406,"exon",9908991,-19.461
"chr12",9908581,9909411,"exon",9908996,-35.904
"chr12",9908594,9909424,"exon",9909009,-76.082
"chr12",9908599,9909429,"exon",9909014,-80.031
"chr12",9908622,9909452,"chr",9909037,-45.393
"chr12",9908644,9909474,"chr",9909059,-49.623
"chr12",9908841,9909671,"chr",9909256,-10.986
"chr12",9909293,9910123,"chr",9909708,3.832
"chr12",9909302,9910132,"chr",9909717,-21.075
"chr12",9909349,9910179,"chr",9909764,-29.625
"chr12",9909440,9910270,"chr",9909855,-30.847
"chr12",9909547,9910377,"chr",9909962,-24.825
"chr12",9909824,9910654,"chr",9910239,-21.081
"chr12",9909891,9910721,"chr",9910306,-5.456
"chr12",9909916,9910746,"chr",9910331,30.643
"chr12",9909948,9910778,"chr",9910363,-10.595
"chr12",9909961,9910791,"chr",9910376,10.776
"chr12",9909975,9910805,"chr",9910390,-45.343
"chr12",9909976,9910806,"chr",9910391,-38.169
"chr12",9909982,9910812,"chr",9910397,-14.034
"chr12",9910002,9910832,"chr",9910417,-12.609
"chr12",9910016,9910846,"chr",9910431,2.318
"chr12",9910044,9910874,"chr",9910459,39.548
"chr12",9910171,9911001,"chr",9910586,-37.308
"chr12",9910215,9911045,"chr",9910630,-11.578
"chr12",9910243,9911073,"chr",9910658,-19.148
"chr12",9910265,9911095,"chr",9910680,18.292
"chr12",9910269,9911099,"chr",9910684,2.194
"chr12",9910327,9911157,"chr",9910742,-13.413
"chr12",9910396,9911226,"chr",9910811,-36.349
"chr12",9910425,9911255,"chr",9910840,4.997
"chr12",9910440,9911270,"chr",9910855,-23.422
"chr12",9910441,9911271,"chr",9910856,31.436
"chr12",9910442,9911272,"chr",9910857,30.794
"chr12",9910443,9911273,"chr",9910858,31.591
"chr12",9910450,9911280,"chr",9910865,13.01
"chr12",9910460,9911290,"chr",9910875,-88.267
"chr12",9910482,9911312,"chr",9910897,-9.67
"chr12",9910698,9911528,"chr",9911113,-6.1
"chr12",9910726,9911556,"chr",9911141,-13.755
"chr12",9910738,9911568,"chr",9911153,-9.419
"chr12",9910739,9911569,"chr",9911154,-20.655
"chr12",9910775,9911605,"chr",9911190,20.792
"chr12",9910789,9911619,"chr",9911204,4.59
"chr12",9910839,9911669,"chr",9911254,-7.786
"chr12",9910859,9911689,"chr",9911274,-70.749
"chr12",9910866,9911696,"chr",9911281,18.741
"chr12",9910875,9911705,"chr",9911290,21.061
"chr12",9910876,9911706,"chr",9911291,7.019
"chr12",9910881,9911711,"chr",9911296,-68.862
"chr12",9910884,9911714,"chr",9911299,15.387
"chr12",9910893,9911723,"chr",9911308,-143.598
"chr12",9910905,9911735,"chr",9911320,-42.871
"chr12",9910969,9911799,"chr",9911384,20.561
"chr12",9910989,9911819,"chr",9911404,22.534
"chr12",9910990,9911820,"chr",9911405,21.746
"chr12",9910991,9911821,"chr",9911406,22.38
"chr12",9911004,9911834,"chr",9911419,-61.983
"chr12",9911005,9911835,"chr",9911420,-41.291
"chr12",9911008,9911838,"chr",9911423,-4.977
"chr12",9911024,9911854,"chr",9911439,-1.784
"chr12",9911025,9911855,"chr",9911440,-37.55
"chr12",9911031,9911861,"chr",9911446,-2.457
"chr12",9911041,9911871,"chr",9911456,-13.225
"chr12",9911042,9911872,"chr",9911457,-42.608
"chr12",9911054,9911884,"chr",9911469,-67.884
"chr12",9911055,9911885,"chr",9911470,-25.146
"chr12",9911081,9911911,"chr",9911496,1.36
"chr12",9911394,9912224,"chr",9911809,20.754
"chr12",9911395,9912225,"chr",9911810,21.672
"chr12",9911413,9912243,"chr",9911828,-27.283
"chr12",9911432,9912262,"chr",9911847,-22.978
"chr12",9911466,9912296,"chr",9911881,-22.318
"chr12",9911480,9912310,"chr",9911895,-1.681
"chr12",9911521,9912351,"chr",9911936,28.467
"chr12",9911522,9912352,"chr",9911937,4.948
"chr12",9911527,9912357,"chr",9911942,0.081
"chr12",9911535,9912365,"chr",9911950,43.33
"chr12",9911540,9912370,"chr",9911955,-46.811
"chr12",9911549,9912379,"chr",9911964,-58.635
"chr12",9911550,9912380,"chr",9911965,-77.355
"chr12",9911621,9912451,"chr",9912036,-4.869
"chr12",9911698,9912528,"chr",9912113,-16.684
"chr12",9911704,9912534,"chr",9912119,13.884
"chr12",9911716,9912546,"chr",9912131,-35.664
"chr12",9911721,9912551,"chr",9912136,-27.625
"chr12",9911823,9912653,"chr",9912238,-28.614
"chr12",9911906,9912736,"chr",9912321,-24.445
"chr12",9911907,9912737,"chr",9912322,-4.257
"chr12",9911948,9912778,"chr",9912363,30.231
"chr12",9911968,9912798,"chr",9912383,-24.596
"chr12",9911969,9912799,"chr",9912384,-12.49
"chr12",9911986,9912816,"chr",9912401,-17.783
"chr12",9912058,9912888,"chr",9912473,-18.578
"chr12",9912059,9912889,"chr",9912474,-14.158
"chr12",9912069,9912899,"chr",9912484,-27.493
"chr12",9912088,9912918,"chr",9912503,-11.476
"chr12",9912240,9913070,"chr",9912655,-25.271
"chr12",9912253,9913083,"chr",9912668,-17.09
"chr12",9912262,9913092,"chr",9912677,-4.05
"chr12",9912365,9913195,"chr",9912780,-5.485
"chr12",9912374,9913204,"chr",9912789,50.778
"chr12",9912415,9913245,"chr",9912830,3.9
"chr12",9912455,9913285,"chr",9912870,-33.543
"chr12",9912514,9913344,"chr",9912929,22.438
"chr12",9912518,9913348,"chr",9912933,-39.326
"chr12",9912680,9913510,"chr",9913095,2.641
"chr12",9912764,9913594,"chr",9913179,13.469
"chr12",9912768,9913598,"chr",9913183,15.666
"chr12",9912769,9913599,"chr",9913184,12.891
"chr12",9912849,9913679,"chr",9913264,4.423
"chr12",9912894,9913724,"chr",9913309,-3.603
"chr12",9912936,9913766,"chr",9913351,-18.648
"chr12",9913008,9913838,"chr",9913423,43.285
"chr12",9913009,9913839,"chr",9913424,39.466
"chr12",9913024,9913854,"CD69_promoter",9913439,-12.494
"chr12",9913056,9913886,"CD69_promoter",9913471,-118.123
"chr12",9913078,9913908,"CD69_promoter",9913493,2.984
"chr12",9913105,9913935,"CD69_promoter",9913520,-22.986
"chr12",9913106,9913936,"CD69_promoter",9913521,-8.952
"chr12",9913125,9913955,"CD69_promoter",9913540,0.412
"chr12",9913129,9913959,"CD69_promoter",9913544,31.035
"chr12",9913136,9913966,"CD69_promoter",9913551,62.598
"chr12",9913139,9913969,"CD69_promoter",9913554,79.502
"chr12",9913179,9914009,"CD69_promoter",9913594,65.326
"chr12",9913185,9914015,"CD69_promoter",9913600,-20.911
"chr12",9913187,9914017,"CD69_promoter",9913602,46.119
"chr12",9913267,9914097,"CD69_promoter",9913682,-0.218
"chr12",9913276,9914106,"CD69_promoter",9913691,9.237
"chr12",9913279,9914109,"CD69_promoter",9913694,47.048
"chr12",9913435,9914265,"CD69_promoter",9913850,6.846
"chr12",9913439,9914269,"CD69_promoter",9913854,53.797
"chr12",9913443,9914273,"CD69_promoter",9913858,-3.176
"chr12",9913444,9914274,"CD69_promoter",9913859,8.932
"chr12",9913491,9914321,"CD69_promoter",9913906,44.039
"chr12",9913492,9914322,"CD69_promoter",9913907,46.377
"chr12",9913514,9914344,"CD69_promoter",9913929,45.512
"chr12",9913516,9914346,"CD69_promoter",9913931,56.05
"chr12",9913517,9914347,"CD69_promoter",9913932,26.735
"chr12",9913518,9914348,"CD69_promoter",9913933,51.485
"chr12",9913519,9914349,"CD69_promoter",9913934,-0.208
"chr12",9913565,9914395,"CD69_promoter",9913980,-34.242
"chr12",9913574,9914404,"CD69_promoter",9913989,-7.948
"chr12",9913586,9914416,"CD69_promoter",9914001,25.022
"chr12",9913587,9914417,"CD69_promoter",9914002,53.899
"chr12",9913612,9914442,"CD69_promoter",9914027,12.093
"chr12",9913619,9914449,"CD69_promoter",9914034,17.544
"chr12",9913640,9914470,"CD69_promoter",9914055,109.486
"chr12",9913641,9914471,"CD69_promoter",9914056,54.876
"chr12",9913645,9914475,"CD69_promoter",9914060,75.833
"chr12",9913815,9914645,"CD69_promoter",9914230,70.729
"chr12",9913829,9914659,"CD69_promoter",9914244,66.351
"chr12",9913840,9914670,"CD69_promoter",9914255,61.676
"chr12",9913843,9914673,"CD69_promoter",9914258,62.519
"chr12",9913855,9914685,"CD69_promoter",9914270,16.438
"chr12",9913999,9914829,"CD69_promoter",9914414,33.32
"chr12",9914002,9914832,"CD69_promoter",9914417,60.185
"chr12",9914003,9914833,"CD69_promoter",9914418,58.179
"chr12",9914015,9914845,"CD69_promoter",9914430,-15.187
"chr12",9914036,9914866,"CD69_promoter",9914451,32.465
"chr12",9914099,9914929,"CD69_promoter",9914514,-36.294
"chr12",9914102,9914932,"CD69_promoter",9914517,-19.397
"chr12",9914103,9914933,"CD69_promoter",9914518,-22.365
"chr12",9914107,9914937,"CD69_promoter",9914522,-12.276
"chr12",9914134,9914964,"CD69_promoter",9914549,17.505
"chr12",9914136,9914966,"CD69_promoter",9914551,53.018
"chr12",9914156,9914986,"CD69_promoter",9914571,7.477
"chr12",9914182,9915012,"CD69_promoter",9914597,38.326
"chr12",9914304,9915134,"CD69_promoter",9914719,-1.816
"chr12",9914328,9915158,"CD69_promoter",9914743,18.721
"chr12",9914332,9915162,"CD69_promoter",9914747,64.246
"chr12",9914361,9915191,"CD69_promoter",9914776,-7.357
"chr12",9914395,9915225,"CD69_promoter",9914810,34.702
"chr12",9914396,9915226,"CD69_promoter",9914811,41.915
"chr12",9914401,9915231,"CD69_promoter",9914816,-0.054
"chr12",9914422,9915252,"CD69_promoter",9914837,3.617
"chr12",9914452,9915282,"CD69_promoter",9914867,-24.884
"chr12",9914455,9915285,"CD69_promoter",9914870,10.695
"chr12",9914469,9915299,"CD69_promoter",9914884,45.357
"chr12",9914477,9915307,"CD69_promoter",9914892,11.152
"chr12",9914490,9915320,"CD69_promoter",9914905,17.033
"chr12",9914491,9915321,"CD69_promoter",9914906,36.667
"chr12",9914546,9915376,"CD69_promoter",9914961,13.903
"chr12",9914547,9915377,"CD69_promoter",9914962,35.614
"chr12",9914634,9915464,"CD69_promoter",9915049,47.412
"chr12",9914744,9915574,"CD69_promoter",9915159,19.201
"chr12",9914753,9915583,"CD69_promoter",9915168,-10.932
"chr12",9914757,9915587,"CD69_promoter",9915172,-1.771
"chr12",9914769,9915599,"CD69_promoter",9915184,-8.426
"chr12",9914785,9915615,"CD69_promoter",9915200,-5.426
"chr12",9914868,9915698,"CD69_promoter",9915283,-5.446
"chr12",9914877,9915707,"CD69_promoter",9915292,-22.07
"chr12",9914886,9915716,"CD69_promoter",9915301,32.682
"chr12",9914902,9915732,"CD69_promoter",9915317,-16.274
"chr12",9914908,9915738,"CD69_promoter",9915323,28.087
"chr12",9914926,9915756,"CD69_promoter",9915341,-19.796
"chr12",9914941,9915771,"CD69_promoter",9915356,8.35
"chr12",9914967,9915797,"CD69_promoter",9915382,18.766
"chr12",9914975,9915805,"CD69_promoter",9915390,-9.545
"chr12",9914980,9915810,"CD69_promoter",9915395,-10.961
"chr12",9914991,9915821,"CD69_promoter",9915406,10.153
"chr12",9915004,9915834,"CD69_promoter",9915419,34.943
"chr12",9915140,9915970,"chr",9915555,-15.482
"chr12",9915155,9915985,"chr",9915570,-19.424
"chr12",9915163,9915993,"chr",9915578,43.238
"chr12",9915186,9916016,"chr",9915601,29.876
"chr12",9915293,9916123,"chr",9915708,8.093
"chr12",9915350,9916180,"chr",9915765,-7.018
"chr12",9915366,9916196,"chr",9915781,12.559
"chr12",9915465,9916295,"chr",9915880,32.235
"chr12",9915475,9916305,"chr",9915890,35.811
"chr12",9915493,9916323,"chr",9915908,39.362
"chr12",9915516,9916346,"chr",9915931,-7.436
"chr12",9915586,9916416,"chr",9916001,-52.262
"chr12",9916116,9916946,"chr",9916531,-26.111
"chr12",9916124,9916954,"chr",9916539,-23.923
"chr12",9916125,9916955,"chr",9916540,-14.459
"chr12",9916128,9916958,"chr",9916543,-2.774
"chr12",9916163,9916993,"chr",9916578,21.882
"chr12",9916174,9917004,"chr",9916589,7.874
"chr12",9916185,9917015,"chr",9916600,31.709
"chr12",9916188,9917018,"chr",9916603,43.669
"chr12",9916203,9917033,"chr",9916618,44.816
"chr12",9916204,9917034,"chr",9916619,44.924
"chr12",9916206,9917036,"chr",9916621,-9.254
"chr12",9916377,9917207,"chr",9916792,-14.797
"chr12",9916384,9917214,"chr",9916799,-23.265
"chr12",9916432,9917262,"chr",9916847,-35.919
"chr12",9916484,9917314,"chr",9916899,-17.611
"chr12",9916492,9917322,"chr",9916907,48.566
"chr12",9916509,9917339,"chr",9916924,10.58
"chr12",9916510,9917340,"chr",9916925,-16.228
"chr12",9916515,9917345,"chr",9916930,26.379
"chr12",9916612,9917442,"chr",9917027,25.568
"chr12",9916613,9917443,"chr",9917028,45.232
"chr12",9916623,9917453,"chr",9917038,44.703
"chr12",9916687,9917517,"chr",9917102,-17.554
"chr12",9916693,9917523,"chr",9917108,-11.902
"chr12",9916700,9917530,"chr",9917115,-0.786
"chr12",9916701,9917531,"chr",9917116,19.684
"chr12",9916742,9917572,"chr",9917157,34.998
"chr12",9916806,9917636,"chr",9917221,-30.422
"chr12",9916932,9917762,"chr",9917347,51.23
"chr12",9916952,9917782,"chr",9917367,69.628
"chr12",9916953,9917783,"chr",9917368,71.072
"chr12",9916959,9917789,"chr",9917374,73.833
"chr12",9916963,9917793,"chr",9917378,78.075
"chr12",9916982,9917812,"chr",9917397,70.082
"chr12",9917002,9917832,"chr",9917417,58.14
"chr12",9917006,9917836,"chr",9917421,46.796
"chr12",9917015,9917845,"chr",9917430,75.447
"chr12",9917030,9917860,"chr",9917445,75.915
"chr12",9917035,9917865,"chr",9917450,98.68
"chr12",9917051,9917881,"chr",9917466,87.136
"chr12",9917163,9917993,"chr",9917578,47.208
"chr12",9917166,9917996,"chr",9917581,11.511
"chr12",9917176,9918006,"chr",9917591,-40.46
"chr12",9917180,9918010,"chr",9917595,7.004
"chr12",9917193,9918023,"chr",9917608,22.188
"chr12",9917196,9918026,"chr",9917611,-12.563
"chr12",9917230,9918060,"chr",9917645,69.533
"chr12",9917261,9918091,"chr",9917676,63.566
"chr12",9917391,9918221,"chr",9917806,37.52
"chr12",9917399,9918229,"chr",9917814,-14.913
"chr12",9917410,9918240,"chr",9917825,41.43
"chr12",9917414,9918244,"chr",9917829,29.287
"chr12",9917427,9918257,"chr",9917842,33.087
"chr12",9917428,9918258,"chr",9917843,43.917
"chr12",9917429,9918259,"chr",9917844,39.292
"chr12",9917430,9918260,"chr",9917845,51.941
"chr12",9917435,9918265,"chr",9917850,27.408
"chr12",9917494,9918324,"chr",9917909,70.028
"chr12",9917581,9918411,"chr",9917996,-18.704
"chr12",9917614,9918444,"chr",9918029,-15.472
"chr12",9917701,9918531,"chr",9918116,38.228
"chr12",9917731,9918561,"chr",9918146,12.098
"chr12",9917781,9918611,"chr",9918196,24.813
"chr12",9917822,9918652,"chr",9918237,13.119
"chr12",9917823,9918653,"chr",9918238,40.422
"chr12",9917826,9918656,"chr",9918241,-17.367
"chr12",9917828,9918658,"chr",9918243,22.797
"chr12",9917833,9918663,"chr",9918248,-3.587
"chr12",9917834,9918664,"chr",9918249,-1.777
"chr12",9917859,9918689,"chr",9918274,-38.594
"chr12",9917872,9918702,"chr",9918287,-11.224
"chr12",9917925,9918755,"chr",9918340,25.086
"chr12",9917931,9918761,"chr",9918346,20.429
"chr12",9917943,9918773,"chr",9918358,64.951
"chr12",9917952,9918782,"chr",9918367,49.72
"chr12",9917957,9918787,"chr",9918372,44.015
"chr12",9917963,9918793,"chr",9918378,50.535
"chr12",9917966,9918796,"chr",9918381,53.8
"chr12",9917970,9918800,"chr",9918385,34.782
"chr12",9917985,9918815,"chr",9918400,47.115
"chr12",9917986,9918816,"chr",9918401,40.965
"chr12",9918039,9918869,"chr",9918454,33.495
"chr12",9918223,9919053,"chr",9918638,-20.504
"chr12",9918261,9919091,"chr",9918676,-14.387
"chr12",9918263,9919093,"chr",9918678,-25.172
"chr12",9918381,9919211,"chr",9918796,-22.095
"chr12",9918467,9919297,"chr",9918882,-4.55
"chr12",9918493,9919323,"chr",9918908,-24.317
"chr12",9918522,9919352,"chr",9918937,-2.073
"chr12",9918559,9919389,"chr",9918974,-27.097
"chr12",9918663,9919493,"chr",9919078,1.532
"chr12",9918715,9919545,"chr",9919130,-14.044
"chr12",9919383,9920213,"chr",9919798,-11.591
"chr12",9919411,9920241,"chr",9919826,4.954
"chr12",9919415,9920245,"chr",9919830,-19.032
"chr12",9919422,9920252,"chr",9919837,-3.071
"chr12",9919423,9920253,"chr",9919838,-14.933
"chr12",9919482,9920312,"chr",9919897,-9.203
"chr12",9919671,9920501,"chr",9920086,4.288
"chr12",9919800,9920630,"chr",9920215,2.042
"chr12",9919806,9920636,"chr",9920221,-45.28
"chr12",9919884,9920714,"chr",9920299,-27.338
"chr12",9920052,9920882,"chr",9920467,0.204
"chr12",9920053,9920883,"chr",9920468,-0.616
"chr12",9920187,9921017,"chr",9920602,-14.119
"chr12",9920248,9921078,"chr",9920663,1.531
"chr12",9920249,9921079,"chr",9920664,6.272
"chr12",9920324,9921154,"chr",9920739,-10.507
"chr12",9920415,9921245,"chr",9920830,-30.406
"chr12",9920416,9921246,"chr",9920831,-25.534
"chr12",9920429,9921259,"chr",9920844,1.81
"chr12",9920430,9921260,"chr",9920845,10.264
"chr12",9920453,9921283,"chr",9920868,-16.289
"chr12",9920454,9921284,"chr",9920869,-20.646
"chr12",9920455,9921285,"chr",9920870,-7.715
"chr12",9920501,9921331,"chr",9920916,-22.752
"chr12",9920573,9921403,"chr",9920988,6.873
"chr12",9920587,9921417,"chr",9921002,18.891
"chr12",9920606,9921436,"chr",9921021,23.411
